OrderID,ItemsList
ORD_0118,"ITEM_013, ITEM_094, ITEM_007"
ORD_0119,"ITEM_020, ITEM_076, ITEM_012, ITEM_002, ITEM_033"
ORD_0120,ITEM_008
ORD_0121,"ITEM_013, ITEM_020, ITEM_009, ITEM_014, ITEM_001, ITEM_015"
ORD_0122,"ITEM_078, ITEM_076, ITEM_020, ITEM_016, ITEM_036, ITEM_007, ITEM_017"
ORD_0123,"ITEM_010, ITEM_014, ITEM_015, ITEM_069"
ORD_0124,ITEM_006
ORD_0125,"ITEM_016, ITEM_003, ITEM_014, ITEM_012, ITEM_077, ITEM_017, ITEM_004, ITEM_015"
ORD_0126,"ITEM_020, ITEM_008, ITEM_072, ITEM_004, ITEM_007, ITEM_001"
ORD_0127,"ITEM_008, ITEM_020, ITEM_041, ITEM_010, ITEM_072, ITEM_011, ITEM_014, ITEM_004"
ORD_0128,"ITEM_020, ITEM_006, ITEM_005, ITEM_018, ITEM_015"
ORD_0129,"ITEM_028, ITEM_030, ITEM_018, ITEM_023, ITEM_001"
ORD_0130,ITEM_003
ORD_0131,"ITEM_086, ITEM_011, ITEM_004, ITEM_012, ITEM_007, ITEM_001"
ORD_0132,"ITEM_006, ITEM_005, ITEM_002, ITEM_018, ITEM_004"
ORD_0133,"ITEM_009, ITEM_006, ITEM_035"
ORD_0134,"ITEM_007, ITEM_005, ITEM_001"
ORD_0135,"ITEM_013, ITEM_039, ITEM_011, ITEM_085, ITEM_006, ITEM_012, ITEM_019"
ORD_0136,"ITEM_020, ITEM_009, ITEM_012, ITEM_061, ITEM_018"
ORD_0137,"ITEM_020, ITEM_044, ITEM_005, ITEM_017, ITEM_041, ITEM_015"
ORD_0138,"ITEM_020, ITEM_003, ITEM_006, ITEM_005, ITEM_018"
ORD_0139,ITEM_015
ORD_0140,"ITEM_003, ITEM_001, ITEM_006, ITEM_014, ITEM_005, ITEM_097, ITEM_004"
ORD_0141,"ITEM_008, ITEM_066, ITEM_003, ITEM_006, ITEM_018"
ORD_0142,ITEM_012
ORD_0143,"ITEM_031, ITEM_098, ITEM_010, ITEM_011, ITEM_014"
ORD_0144,"ITEM_001, ITEM_011"
ORD_0145,"ITEM_016, ITEM_044"
ORD_0146,"ITEM_020, ITEM_013, ITEM_010, ITEM_075, ITEM_014, ITEM_002, ITEM_001, ITEM_017"
ORD_0147,"ITEM_008, ITEM_039, ITEM_020, ITEM_011, ITEM_005, ITEM_019, ITEM_001"
ORD_0148,"ITEM_019, ITEM_088"
ORD_0149,"ITEM_022, ITEM_028, ITEM_010, ITEM_024, ITEM_004, ITEM_012, ITEM_019, ITEM_001"
ORD_0150,"ITEM_009, ITEM_014, ITEM_046, ITEM_011"
ORD_0151,"ITEM_016, ITEM_024, ITEM_011, ITEM_006, ITEM_018, ITEM_019, ITEM_001"
ORD_0152,"ITEM_016, ITEM_014, ITEM_006, ITEM_005, ITEM_019, ITEM_001"
ORD_0153,"ITEM_078, ITEM_014, ITEM_002, ITEM_018, ITEM_034, ITEM_015, ITEM_037"
ORD_0154,"ITEM_020, ITEM_017, ITEM_001, ITEM_015"
ORD_0155,"ITEM_013, ITEM_008, ITEM_085, ITEM_035, ITEM_007, ITEM_001, ITEM_017"
ORD_0156,"ITEM_020, ITEM_009, ITEM_014, ITEM_002, ITEM_018, ITEM_019, ITEM_004"
ORD_0157,ITEM_004
ORD_0158,"ITEM_008, ITEM_090, ITEM_087, ITEM_009, ITEM_045, ITEM_019, ITEM_004"
ORD_0159,"ITEM_052, ITEM_024, ITEM_011, ITEM_012, ITEM_074, ITEM_100, ITEM_004"
ORD_0160,ITEM_007
ORD_0161,ITEM_073
ORD_0162,"ITEM_016, ITEM_010, ITEM_011, ITEM_006, ITEM_070, ITEM_034, ITEM_015, ITEM_026"
ORD_0163,"ITEM_020, ITEM_016, ITEM_011, ITEM_006, ITEM_012, ITEM_007, ITEM_017"
ORD_0164,"ITEM_016, ITEM_003, ITEM_014, ITEM_036, ITEM_005, ITEM_015"
ORD_0165,"ITEM_099, ITEM_006, ITEM_074, ITEM_012, ITEM_041"
ORD_0166,"ITEM_009, ITEM_005, ITEM_100, ITEM_071, ITEM_017"
ORD_0167,"ITEM_005, ITEM_001"
ORD_0168,"ITEM_013, ITEM_009, ITEM_005, ITEM_027, ITEM_038"
ORD_0169,"ITEM_022, ITEM_020, ITEM_008, ITEM_006, ITEM_005, ITEM_019, ITEM_001"
ORD_0170,"ITEM_013, ITEM_020, ITEM_009, ITEM_010, ITEM_024, ITEM_011, ITEM_085, ITEM_015"
ORD_0171,"ITEM_020, ITEM_008, ITEM_082, ITEM_011, ITEM_018, ITEM_019, ITEM_038, ITEM_004"
ORD_0172,ITEM_007
ORD_0173,"ITEM_031, ITEM_016, ITEM_003, ITEM_014, ITEM_005, ITEM_001"
ORD_0174,"ITEM_013, ITEM_003, ITEM_014, ITEM_002, ITEM_018, ITEM_096, ITEM_001"
ORD_0175,"ITEM_020, ITEM_008, ITEM_039, ITEM_016, ITEM_086, ITEM_050, ITEM_012, ITEM_005"
ORD_0176,"ITEM_008, ITEM_003, ITEM_012, ITEM_002, ITEM_001"
ORD_0177,"ITEM_008, ITEM_016, ITEM_003, ITEM_006, ITEM_005, ITEM_018, ITEM_001"
ORD_0178,"ITEM_013, ITEM_008, ITEM_010, ITEM_046, ITEM_014, ITEM_012, ITEM_018, ITEM_015"
ORD_0179,"ITEM_020, ITEM_080, ITEM_056, ITEM_094, ITEM_005, ITEM_097"
ORD_0180,"ITEM_008, ITEM_014, ITEM_012, ITEM_002, ITEM_018, ITEM_017"
ORD_0181,"ITEM_008, ITEM_016, ITEM_009, ITEM_010, ITEM_011, ITEM_006, ITEM_018"
ORD_0182,"ITEM_047, ITEM_020"
ORD_0183,"ITEM_006, ITEM_005"
ORD_0184,"ITEM_013, ITEM_005, ITEM_083"
ORD_0185,"ITEM_068, ITEM_066, ITEM_016, ITEM_080, ITEM_012, ITEM_002, ITEM_019, ITEM_015"
ORD_0186,"ITEM_009, ITEM_019, ITEM_013"
ORD_0187,ITEM_006
ORD_0188,"ITEM_006, ITEM_020, ITEM_012, ITEM_008"
ORD_0189,"ITEM_073, ITEM_007"
ORD_0190,"ITEM_020, ITEM_009, ITEM_011, ITEM_051, ITEM_007, ITEM_012, ITEM_004"
ORD_0191,"ITEM_013, ITEM_060, ITEM_016, ITEM_014, ITEM_005, ITEM_055, ITEM_002"
ORD_0192,"ITEM_087, ITEM_010, ITEM_004, ITEM_006, ITEM_001"
ORD_0193,"ITEM_010, ITEM_003, ITEM_014, ITEM_007, ITEM_040, ITEM_004"
ORD_0194,"ITEM_009, ITEM_003, ITEM_089, ITEM_005"
ORD_0195,"ITEM_019, ITEM_007"
ORD_0196,"ITEM_009, ITEM_088, ITEM_033"
ORD_0197,"ITEM_078, ITEM_013, ITEM_066, ITEM_009, ITEM_030, ITEM_011, ITEM_012, ITEM_001"
ORD_0198,"ITEM_022, ITEM_020, ITEM_004, ITEM_012, ITEM_002, ITEM_091, ITEM_001"
ORD_0199,"ITEM_095, ITEM_019, ITEM_005, ITEM_003"
ORD_0200,"ITEM_098, ITEM_031, ITEM_008, ITEM_048, ITEM_004"
ORD_0201,"ITEM_008, ITEM_013, ITEM_010, ITEM_087, ITEM_011, ITEM_055, ITEM_018, ITEM_004"
ORD_0202,"ITEM_018, ITEM_007, ITEM_001, ITEM_062"
ORD_0203,"ITEM_008, ITEM_009, ITEM_002, ITEM_069, ITEM_001, ITEM_015"
ORD_0204,"ITEM_009, ITEM_047, ITEM_002"
ORD_0205,"ITEM_013, ITEM_056, ITEM_081, ITEM_007, ITEM_002, ITEM_018"
ORD_0206,"ITEM_063, ITEM_009"
ORD_0207,"ITEM_013, ITEM_016, ITEM_005, ITEM_019, ITEM_001"
ORD_0208,"ITEM_008, ITEM_066, ITEM_009, ITEM_007, ITEM_005, ITEM_002, ITEM_018"
ORD_0209,"ITEM_065, ITEM_011"
ORD_0210,"ITEM_004, ITEM_019, ITEM_016, ITEM_055"
ORD_0211,ITEM_017
ORD_0212,"ITEM_065, ITEM_018, ITEM_006, ITEM_007"
ORD_0213,"ITEM_006, ITEM_013"
ORD_0214,"ITEM_047, ITEM_012, ITEM_007, ITEM_079, ITEM_001, ITEM_015"
ORD_0215,"ITEM_014, ITEM_008, ITEM_019, ITEM_013"
ORD_0216,"ITEM_020, ITEM_060, ITEM_013, ITEM_006, ITEM_062, ITEM_001, ITEM_017"
ORD_0217,"ITEM_001, ITEM_004, ITEM_011"
ORD_0218,"ITEM_066, ITEM_009, ITEM_024, ITEM_048, ITEM_007, ITEM_005"
ORD_0219,"ITEM_018, ITEM_002"
ORD_0220,"ITEM_008, ITEM_074, ITEM_007, ITEM_002, ITEM_017, ITEM_004, ITEM_015"
ORD_0221,"ITEM_006, ITEM_020, ITEM_019, ITEM_002"
ORD_0222,"ITEM_078, ITEM_006, ITEM_005, ITEM_049, ITEM_004"
ORD_0223,"ITEM_008, ITEM_009, ITEM_012, ITEM_019, ITEM_001"
ORD_0224,"ITEM_042, ITEM_001"
ORD_0225,"ITEM_098, ITEM_020, ITEM_072, ITEM_074, ITEM_012, ITEM_077, ITEM_002"
ORD_0226,"ITEM_019, ITEM_020, ITEM_008, ITEM_011"
ORD_0227,"ITEM_010, ITEM_003, ITEM_013, ITEM_016"
ORD_0228,"ITEM_019, ITEM_020, ITEM_005, ITEM_017"
ORD_0229,"ITEM_010, ITEM_096, ITEM_005, ITEM_015"
ORD_0230,"ITEM_009, ITEM_003, ITEM_012, ITEM_044"
ORD_0231,"ITEM_013, ITEM_003, ITEM_080, ITEM_011, ITEM_006, ITEM_007, ITEM_005, ITEM_015"
ORD_0232,"ITEM_009, ITEM_010, ITEM_012, ITEM_007, ITEM_069"
ORD_0233,"ITEM_099, ITEM_016, ITEM_044, ITEM_094, ITEM_005, ITEM_040, ITEM_062"
ORD_0234,"ITEM_013, ITEM_003, ITEM_007, ITEM_018, ITEM_004"
ORD_0235,"ITEM_089, ITEM_003, ITEM_014, ITEM_005, ITEM_004"
ORD_0236,"ITEM_076, ITEM_016, ITEM_010, ITEM_007, ITEM_069, ITEM_015"
ORD_0237,"ITEM_073, ITEM_006, ITEM_092, ITEM_002"
ORD_0238,"ITEM_019, ITEM_005, ITEM_016"
ORD_0239,"ITEM_015, ITEM_011"
ORD_0240,"ITEM_018, ITEM_019, ITEM_052"
ORD_0241,"ITEM_014, ITEM_006, ITEM_007, ITEM_005, ITEM_019, ITEM_001"
ORD_0242,"ITEM_008, ITEM_036, ITEM_015"
ORD_0243,"ITEM_060, ITEM_008, ITEM_010, ITEM_092, ITEM_012, ITEM_093, ITEM_034, ITEM_017"
ORD_0244,"ITEM_020, ITEM_005"
ORD_0245,"ITEM_065, ITEM_014, ITEM_035, ITEM_017"
ORD_0246,"ITEM_020, ITEM_009, ITEM_011, ITEM_048, ITEM_014, ITEM_019, ITEM_017"
ORD_0247,"ITEM_010, ITEM_008"
ORD_0248,"ITEM_008, ITEM_003, ITEM_061, ITEM_002, ITEM_018, ITEM_017"
ORD_0249,ITEM_070
ORD_0250,"ITEM_008, ITEM_009, ITEM_003, ITEM_011, ITEM_036, ITEM_018, ITEM_015"
ORD_0251,"ITEM_010, ITEM_020, ITEM_013, ITEM_100"
ORD_0252,"ITEM_002, ITEM_007, ITEM_011"
ORD_0253,"ITEM_010, ITEM_011, ITEM_085, ITEM_014, ITEM_006, ITEM_005, ITEM_018"
ORD_0254,"ITEM_008, ITEM_010, ITEM_003, ITEM_011, ITEM_006, ITEM_094"
ORD_0255,"ITEM_020, ITEM_009, ITEM_003, ITEM_024, ITEM_014, ITEM_007"
ORD_0256,ITEM_062
ORD_0257,"ITEM_024, ITEM_015"
ORD_0258,"ITEM_013, ITEM_008, ITEM_010, ITEM_014, ITEM_002, ITEM_018, ITEM_033, ITEM_015"
ORD_0259,"ITEM_010, ITEM_006, ITEM_018, ITEM_011"
ORD_0260,"ITEM_084, ITEM_010, ITEM_007, ITEM_054, ITEM_018, ITEM_017, ITEM_004, ITEM_015"
ORD_0261,"ITEM_098, ITEM_020, ITEM_002, ITEM_018, ITEM_019, ITEM_001"
ORD_0262,"ITEM_013, ITEM_005, ITEM_004"
ORD_0263,"ITEM_078, ITEM_095, ITEM_016, ITEM_036, ITEM_004"
ORD_0264,"ITEM_009, ITEM_020, ITEM_012, ITEM_017"
ORD_0265,"ITEM_073, ITEM_012, ITEM_019, ITEM_062, ITEM_026"
ORD_0266,"ITEM_025, ITEM_008, ITEM_010, ITEM_003, ITEM_011, ITEM_002, ITEM_018, ITEM_015"
ORD_0267,ITEM_005
ORD_0268,"ITEM_009, ITEM_081"
ORD_0269,"ITEM_014, ITEM_013"
ORD_0270,"ITEM_046, ITEM_014, ITEM_007, ITEM_004, ITEM_015"
ORD_0271,"ITEM_012, ITEM_024"
ORD_0272,"ITEM_018, ITEM_013, ITEM_010, ITEM_004"
ORD_0273,"ITEM_003, ITEM_006, ITEM_014, ITEM_012, ITEM_079"
ORD_0274,"ITEM_078, ITEM_008, ITEM_012"
ORD_0275,"ITEM_096, ITEM_081, ITEM_067, ITEM_004"
ORD_0276,"ITEM_020, ITEM_016, ITEM_009, ITEM_010, ITEM_042, ITEM_006, ITEM_005, ITEM_026"
ORD_0277,"ITEM_073, ITEM_003, ITEM_006, ITEM_042, ITEM_012, ITEM_059, ITEM_015"
ORD_0278,"ITEM_013, ITEM_084, ITEM_056, ITEM_012, ITEM_004"
ORD_0279,"ITEM_031, ITEM_013, ITEM_009, ITEM_014, ITEM_007, ITEM_019"
ORD_0280,"ITEM_086, ITEM_008, ITEM_010, ITEM_080, ITEM_012, ITEM_019, ITEM_015"
ORD_0281,"ITEM_084, ITEM_017, ITEM_008, ITEM_050"
ORD_0282,ITEM_007
ORD_0283,"ITEM_010, ITEM_003, ITEM_072, ITEM_011, ITEM_006, ITEM_012, ITEM_002"
ORD_0284,"ITEM_009, ITEM_006, ITEM_011"
ORD_0285,ITEM_001
ORD_0286,"ITEM_013, ITEM_016, ITEM_082, ITEM_012, ITEM_002, ITEM_019, ITEM_001"
ORD_0287,"ITEM_013, ITEM_051, ITEM_011, ITEM_020"
ORD_0288,"ITEM_073, ITEM_014, ITEM_013, ITEM_012"
ORD_0289,"ITEM_008, ITEM_015, ITEM_011, ITEM_006, ITEM_064, ITEM_005, ITEM_019, ITEM_017"
ORD_0290,"ITEM_008, ITEM_009, ITEM_021, ITEM_006, ITEM_014, ITEM_062"
ORD_0291,"ITEM_010, ITEM_020, ITEM_072, ITEM_011"
ORD_0292,ITEM_001
ORD_0293,"ITEM_020, ITEM_015, ITEM_055, ITEM_018, ITEM_017"
ORD_0294,"ITEM_013, ITEM_003, ITEM_006, ITEM_007, ITEM_096, ITEM_017"
ORD_0295,"ITEM_013, ITEM_008, ITEM_080, ITEM_014, ITEM_012, ITEM_007, ITEM_001"
ORD_0296,"ITEM_007, ITEM_044"
ORD_0297,"ITEM_008, ITEM_090, ITEM_003, ITEM_037, ITEM_019, ITEM_063, ITEM_059, ITEM_017"
ORD_0298,"ITEM_048, ITEM_007, ITEM_058, ITEM_002, ITEM_018, ITEM_019, ITEM_017"
ORD_0299,"ITEM_089, ITEM_011, ITEM_002, ITEM_018, ITEM_019"
ORD_0300,"ITEM_013, ITEM_009, ITEM_080, ITEM_004, ITEM_014, ITEM_001"
ORD_0301,"ITEM_009, ITEM_003, ITEM_006, ITEM_014, ITEM_035, ITEM_002, ITEM_018, ITEM_004"
ORD_0302,"ITEM_008, ITEM_016, ITEM_012, ITEM_005, ITEM_057, ITEM_015"
ORD_0303,ITEM_008
ORD_0304,"ITEM_013, ITEM_008, ITEM_016, ITEM_083, ITEM_003, ITEM_011, ITEM_012, ITEM_019"
ORD_0305,ITEM_073
ORD_0306,"ITEM_014, ITEM_007, ITEM_018, ITEM_019, ITEM_017"
ORD_0307,"ITEM_013, ITEM_009, ITEM_010, ITEM_012, ITEM_005, ITEM_018, ITEM_052"
ORD_0308,"ITEM_099, ITEM_005"
ORD_0309,"ITEM_047, ITEM_060, ITEM_009, ITEM_005, ITEM_071"
ORD_0310,"ITEM_078, ITEM_038"
ORD_0311,"ITEM_010, ITEM_029, ITEM_005, ITEM_002, ITEM_019"
ORD_0312,ITEM_006
ORD_0313,"ITEM_098, ITEM_008, ITEM_020, ITEM_011, ITEM_012, ITEM_007, ITEM_100, ITEM_018"
ORD_0314,"ITEM_031, ITEM_008, ITEM_010, ITEM_050, ITEM_011, ITEM_014, ITEM_038"
ORD_0315,"ITEM_013, ITEM_006, ITEM_014, ITEM_012, ITEM_007, ITEM_036, ITEM_015"
ORD_0316,"ITEM_018, ITEM_003, ITEM_019, ITEM_007"
ORD_0317,ITEM_011
ORD_0318,"ITEM_078, ITEM_030, ITEM_050, ITEM_004, ITEM_019, ITEM_001"
ORD_0319,"ITEM_008, ITEM_009, ITEM_003, ITEM_007, ITEM_005, ITEM_027, ITEM_023, ITEM_017"
ORD_0320,ITEM_006
ORD_0321,"ITEM_020, ITEM_090, ITEM_003, ITEM_056, ITEM_007, ITEM_002, ITEM_019, ITEM_004"
ORD_0322,"ITEM_020, ITEM_015, ITEM_011, ITEM_064, ITEM_019, ITEM_097, ITEM_017"
ORD_0323,"ITEM_018, ITEM_019, ITEM_010, ITEM_066"
ORD_0324,"ITEM_014, ITEM_019, ITEM_004, ITEM_002"
ORD_0325,"ITEM_006, ITEM_099"
ORD_0326,"ITEM_013, ITEM_020, ITEM_010, ITEM_006, ITEM_014, ITEM_018"
ORD_0327,"ITEM_020, ITEM_016, ITEM_042, ITEM_006, ITEM_094, ITEM_007, ITEM_036"
ORD_0328,"ITEM_086, ITEM_016, ITEM_044, ITEM_006, ITEM_001, ITEM_017"
ORD_0329,ITEM_020
ORD_0330,"ITEM_039, ITEM_009, ITEM_014, ITEM_005, ITEM_097, ITEM_034, ITEM_004"
ORD_0331,"ITEM_008, ITEM_010, ITEM_003, ITEM_004, ITEM_002, ITEM_065, ITEM_027, ITEM_052"
ORD_0332,"ITEM_016, ITEM_073, ITEM_010, ITEM_019, ITEM_068, ITEM_049, ITEM_004, ITEM_015"
ORD_0333,"ITEM_010, ITEM_020, ITEM_007"
ORD_0334,"ITEM_003, ITEM_020, ITEM_015, ITEM_002"
ORD_0335,"ITEM_010, ITEM_015, ITEM_012, ITEM_007, ITEM_002, ITEM_026"
